10000000 initial neutrinos
1 0 0 37 18.18875 19.41762 
1 0 0 57 17.69388 18.14621 
1 0 0 74 17.2814 18.52864 
1 1 0 150 17.7652 18.40096 
1 0 0 218 17.78981 19.07048 
1 0 0 229 17.29659 18.918 
1 0 0 363 17.15261 17.55117 
2 1 1 421 18.00798 18.94085 
1 1 0 638 17.52394 19.26295 
1 0 0 763 17.1786 18.10345 
1 1 0 804 18.66435 19.50662 
1 3 0 839 18.95368 20.32672 
1 1 0 865 17.41916 20.83667 
2 0 1 890 16.63975 18.41136 
2 1 1 896 17.49567 20.0694 
1 0 0 924 17.08574 18.7708 
1 0 0 1014 18.18797 19.41661 
1 1 0 1036 17.55077 20.22496 
1 2 0 1082 16.86074 20.83655 
1 0 0 1122 18.23238 19.83025 
1 1 0 1274 17.145 18.02402 
1 0 0 1317 17.21459 18.27138 
1 2 0 1413 16.95016 19.11438 
1 0 0 1515 18.37724 18.46896 
1 2 0 1568 17.79175 19.51798 
1 0 0 1610 18.87982 18.93456 
1 1 0 1923 18.03447 19.32529 
1 1 0 1998 18.54641 19.72995 
1 2 0 2067 18.29251 20.29395 
1 2 0 2188 17.72267 19.68605 
1 0 0 2330 17.83955 18.07771 
1 1 0 2397 17.18988 18.22837 
1 0 0 2438 17.67552 19.07743 
1 2 0 2501 19.08425 19.97846 
1 0 0 2733 17.08276 17.75637 
1 0 0 2991 18.31613 19.1575 
1 0 0 3054 17.93033 19.24859 
1 0 0 3139 17.32325 17.78168 
1 2 0 3165 18.32153 19.06621 
1 0 0 3242 18.42029 18.50315 
1 0 0 3254 17.45672 19.39221 
1 0 0 3802 16.73187 19.26626 
1 0 0 3817 18.90719 19.41893 
1 4 0 3833 18.96417 20.66448 
1 1 0 3964 17.6743 20.0876 
1 0 0 4176 18.12807 19.51755 
2 1 1 4352 16.99513 19.15025 
1 0 0 4521 18.83831 20.55294 
1 0 0 4759 18.18351 19.00039 
1 0 0 4842 17.33328 18.36658 
1 0 0 4862 19.069 20.52923 
1 1 0 4882 17.57276 19.3719 
1 1 0 4883 17.56118 19.44136 
1 1 0 4963 16.61464 18.32342 
1 0 0 5041 17.79143 18.65268 
1 0 0 5195 16.73313 18.5841 
1 1 0 5282 17.72461 19.81418 
1 0 0 5511 17.15556 17.61245 
1 1 0 5964 17.95981 19.23462 
1 0 0 6058 19.07068 20.56649 
2 0 1 6410 16.92855 20.00705 
1 0 0 6412 18.63084 20.59917 
1 0 0 6486 18.67272 19.025 
1 0 0 6619 17.59098 19.66741 
1 1 0 6650 17.76132 20.35659 
1 0 0 6882 17.70424 20.13902 
1 1 0 6956 17.90406 19.75992 
1 0 0 7174 17.55927 19.51563 
1 0 0 7224 18.20903 18.43275 
1 0 0 7299 17.38252 18.80954 
2 0 1 7404 16.6929 20.88329 
1 2 0 7648 19.53336 20.19904 
1 1 0 7817 18.67979 20.37951 
1 1 0 7833 18.97474 20.19005 
1 1 0 7954 17.26794 19.80422 
1 1 0 7981 17.404 19.00481 
1 0 0 7989 18.68354 19.73021 
1 0 0 8000 17.78508 18.01836 
1 2 0 8029 19.0731 20.03898 
1 0 0 8089 18.7534 20.44294 
1 0 0 8130 18.82775 19.16807 
1 0 0 8305 16.93814 17.09313 
1 1 0 8432 17.61835 18.87244 
1 0 0 8461 17.18973 17.38845 
1 2 0 8713 19.76757 20.24445 
1 0 0 8739 17.29754 18.31836 
1 1 0 8793 18.93095 20.89072 
1 0 0 9004 17.4769 17.69477 
1 0 0 9109 17.1506 18.32376 
1 0 0 9112 18.21726 19.17162 
1 1 0 9121 18.05674 18.57972 
1 0 0 9161 17.23484 17.90335 
1 1 0 9188 17.90287 18.76824 
1 1 0 9234 18.87916 19.56982 
2 0 1 9310 16.63185 20.75511 
1 0 0 9342 18.18449 19.86512 
1 1 0 9420 17.15441 20.38997 
2 0 1 9421 17.84433 20.36923 
1 0 0 9474 18.9417 20.12629 
1 0 0 9497 17.71208 19.34032 
2 1 1 9556 16.7977 19.86973 
1 0 0 9588 17.19367 18.09869 
1 1 0 9862 18.04248 19.32201 
1 2 0 9956 17.41313 19.53679 
1 0 0 10392 18.72406 19.46514 
1 1 0 10569 19.17459 19.31527 
1 0 0 10623 17.0875 17.38111 
1 0 0 10687 18.16846 19.46737 
1 1 0 10766 17.93953 20.28092 
1 2 0 10907 16.98719 19.7955 
1 1 0 11010 17.70915 18.50099 
1 0 0 11117 18.08856 18.42776 
1 0 0 11154 17.17636 19.281 
1 2 0 11552 18.88113 20.40356 
1 0 0 11856 17.52694 18.02398 
2 0 1 11869 17.8842 20.15409 
1 2 0 11973 17.55375 20.16303 
1 1 0 12078 17.63563 18.33598 
1 0 0 12190 17.85746 19.5939 
1 0 0 12209 17.5662 18.09878 
1 0 0 12295 16.92492 19.54144 
1 0 0 12349 17.79133 18.95121 
1 0 0 12424 16.98559 20.68142 
1 2 0 12527 17.45205 18.69732 
1 2 0 12894 18.49619 20.73194 
1 0 0 12903 17.87524 18.47571 
1 0 0 13094 16.95992 19.95376 
1 0 0 13112 17.39285 17.87277 
1 0 0 13238 19.09405 19.29706 
1 0 0 13245 17.7428 18.13465 
1 0 0 13296 17.25922 18.63637 
1 1 0 13354 17.35246 18.18516 
2 1 1 13510 16.45733 19.87871 
1 0 0 13617 17.25892 18.73607 
2 0 1 13680 17.46109 20.81937 
1 2 0 13911 19.87127 20.51352 
1 0 0 13972 17.47347 19.34902 
1 0 0 13974 18.5471 19.40611 
1 0 0 14050 17.57067 18.82824 
1 2 0 14088 17.46318 19.96015 
1 1 0 14220 16.83473 18.46944 
1 0 0 14279 18.29462 19.17121 
1 0 0 14323 17.93124 19.31125 
1 0 0 14404 17.78005 18.8369 
1 0 0 14753 17.72386 20.51897 
1 1 0 15064 18.1289 20.62057 
1 0 0 15075 20.37058 20.88974 
1 1 0 15188 18.86236 19.26521 
1 0 0 15198 17.20219 17.34788 
1 1 0 15275 17.26943 17.63907 
1 1 0 15416 19.30494 19.37096 
1 0 0 15417 17.22175 17.25722 
1 0 0 15892 17.89132 18.58151 
